,Vanilla,Demeaned,,Vanilla Cumsum,Demeaned Cumsum
2007-07-06,0.000800085,0.000349041,,0.000310453,8.63564E-05
2007-07-09,-0.000876774,-9.20E-05,,-7.66891E-05,0.000257066
2007-07-10,-0.001264849,-6.32E-05,,-0.002141622,-0.000155161
2007-07-11,0.001204698,-0.000403715,,-6.01506E-05,-0.000466902
2007-07-12,0.001296437,-0.000509192,,0.002501135,-0.000912907
2007-07-13,-0.000763342,-0.000117784,,0.000533095,-0.000626975
2007-07-16,0.000178748,-0.00167507,,-0.000584594,-0.001792854
2007-07-17,-0.001313831,0.003295541,,-0.001135083,0.001620471
2007-07-18,0.00180938,0.000406859,,0.000495549,0.0037024
2007-07-19,0.000399398,-0.001547732,,0.002208779,-0.001140873
2007-07-20,-0.000521503,0.001064661,,-0.000122105,-0.000483071
2007-07-23,-0.001116593,-0.000393489,,-0.001638097,0.000671172
2007-07-24,0.000905506,0.000970596,,-0.000211087,0.000577106
2007-07-25,0.000722331,-0.002080554,,0.001627837,-0.001109958
2007-07-26,-0.003904971,-0.000810376,,-0.003182639,-0.00289093
2007-07-27,0.002202218,-0.000893833,,-0.001702752,-0.001704209
2007-07-30,-0.00189208,0.000764968,,0.000310139,-0.000128866
2007-07-31,-0.000799233,-0.001178367,,-0.002691313,-0.000413399
2007-08-01,0.000692785,0.002369276,,-0.000106448,0.001190909
2007-08-02,-0.002223761,-0.00111015,,-0.001530976,0.001259126
2007-08-03,0.001445642,0.000203512,,-0.000778119,-0.000906638
2007-08-06,0.001327375,1.35E-05,,0.002773017,0.000217004
2007-08-07,-0.000574477,-0.00104929,,0.000752898,-0.001035798
2007-08-08,-0.001740229,-0.003847338,,-0.002314706,-0.004896628
2007-08-09,0.000136777,0.00071028,,-0.001603452,-0.003137059
2007-08-10,-0.000436579,0.001805585,,-0.000299801,0.002515865
2007-08-13,-0.000480396,-0.001311914,,-0.000916974,0.000493671
2007-08-14,-0.001039681,0.000602567,,-0.001520077,-0.000709348
2007-08-15,0.000331866,-0.005199006,,-0.000707815,-0.00459644
2007-08-16,0.000697051,0.002636266,,0.001028917,-0.002562741
2007-08-17,0.00254935,0.000232576,,0.003246401,0.002868841
2007-08-20,0.00111311,0.000318611,,0.00366246,0.000551186
2007-08-21,-0.001036244,0.001937261,,7.68664E-05,0.002255871
2007-08-22,0.000240217,9.00E-05,,-0.000796026,0.002027239
2007-08-23,-9.15E-05,0.00220353,,0.000148721,0.002293508
2007-08-24,0.000109811,-0.001126668,,1.8314E-05,0.001076862
2007-08-27,-0.002670728,0.00178669,,-0.002560917,0.000660022
2007-08-28,0.003358376,-0.001328422,,0.000687648,0.000458268
2007-08-29,-0.002288877,0.003398399,,0.001069498,0.002069977
2007-08-30,0.001321892,0.000591499,,-0.000966986,0.003989898
2007-08-31,0.002030762,0.0002367,,0.003352654,0.000828199
2007-09-04,-0.00181513,0.000756202,,0.000215633,0.000992901
2007-09-05,-0.001073093,0.001290702,,-0.002888222,0.002046904
2007-09-06,0.00012054,-0.000564303,,-0.000952553,0.000726399
2007-09-07,0.000211573,2.41E-05,,0.000332113,-0.000540251
2007-09-10,0.001042122,0.001465077,,0.001253695,0.001489129
2007-09-11,0.001327718,-0.001401422,,0.00236984,6.36553E-05
2007-09-12,0.000720151,6.28E-05,,0.002047869,-0.001338627
2007-09-13,-0.001835429,0.00034202,,-0.001115278,0.000404814
2007-09-14,-0.000315876,-0.000535454,,-0.002151305,-0.000193435
2007-09-17,0.002005929,0.000310351,,0.001690053,-0.000225103
2007-09-18,0.000656013,3.89E-05,,0.002661942,0.000349243
2007-09-19,-0.001144789,0.000616235,,-0.000488776,0.000655127
2007-09-20,0.001546756,-0.000392943,,0.000401967,0.000223292
2007-09-21,-0.000631303,0.002233809,,0.000915453,0.001840865
2007-09-24,-0.000269455,0.000468881,,-0.000900758,0.00270269
2007-09-25,0.001008207,-0.001013727,,0.000738752,-0.000544846
2007-09-26,-0.001688869,0.002578461,,-0.000680662,0.001564734
2007-09-27,-0.001694668,0.000390069,,-0.003383537,0.00296853
2007-09-28,0.001842294,0.000273093,,0.000147626,0.000663163
2007-10-01,0.001025017,-0.001308364,,0.002867311,-0.001035271
2007-10-02,-0.002586678,0.001228559,,-0.001561661,-7.98048E-05
2007-10-03,0.001840978,-0.001284162,,-0.0007457,-5.56027E-05
2007-10-04,-8.34E-05,0.001152726,,0.001757579,-0.000131436
2007-10-05,-0.001007896,-0.000298601,,-0.001091295,0.000854125
2007-10-08,0.002793498,-0.000678106,,0.001785602,-0.000976707
2007-10-09,-0.000389127,0.002563828,,0.002404371,0.001885722
2007-10-10,-0.000547255,-0.00090059,,-0.000936382,0.001663238
2007-10-11,-1.78E-05,-0.000186432,,-0.000565079,-0.001087022
2007-10-12,-0.000526608,-0.000405475,,-0.000544432,-0.000591907
2007-10-15,-0.001996338,-0.000459312,,-0.002522947,-0.000864787
2007-10-16,-0.001330776,0.00118778,,-0.003327115,0.000728469
2007-10-17,-0.001026636,0.00176725,,-0.002357412,0.002955031
2007-10-18,-0.002261857,-0.001214999,,-0.003288493,0.000552251
2007-10-19,-0.000424811,-0.001526795,,-0.002686668,-0.002741795
2007-10-22,0.000432174,0.002386237,,7.36241E-06,0.000859441
2007-10-23,0.000791921,-0.001495965,,0.001224095,0.000890272
2007-10-24,0.001711403,-0.000166595,,0.002503324,-0.001662559
2007-10-25,0.000477097,-0.001231237,,0.0021885,-0.001397832
2007-10-26,-0.001026772,2.05E-06,,-0.000549675,-0.001229191
2007-10-29,-0.000823088,-0.00047672,,-0.00184986,-0.000474674
2007-10-30,0.001864538,0.001185187,,0.00104145,0.000708467
2007-10-31,-0.00196152,0.000416922,,-9.69822E-05,0.001602109
2007-11-01,-0.000580932,-0.001028662,,-0.002542452,-0.00061174
2007-11-02,-0.000635445,0.000581873,,-0.001216376,-0.000446789
2007-11-05,0.000798746,-0.001411492,,0.000163301,-0.000829619
2007-11-06,-0.002013362,0.000468913,,-0.001214616,-0.000942579
2007-11-07,0.00108475,-0.00072574,,-0.000928612,-0.000256827
2007-11-08,-0.000177519,-0.000645787,,0.000907231,-0.001371527
2007-11-09,-0.000604752,-0.000218463,,-0.000782271,-0.000864249
2007-11-12,0.000414192,0.001036226,,-0.00019056,0.000817764
2007-11-13,-0.000658809,-0.000383122,,-0.000244617,0.000653105
2007-11-14,0.000255156,-0.001929861,,-0.000403653,-0.002312982
2007-11-15,7.11E-05,-0.000181624,,0.000326257,-0.002111484
2007-11-16,0.000315693,0.000583519,,0.000386794,0.000401895
2007-11-19,-0.001336069,0.001166249,,-0.001020376,0.001749768
2007-11-20,-0.000162468,5.63E-05,,-0.001498538,0.001222533
2007-11-21,0.002349761,0.001064968,,0.002187293,0.001121253
2007-11-23,-0.000211121,-0.000309585,,0.002138641,0.000755383
2007-11-26,-0.001840318,0.001259981,,-0.002051439,0.000950396
2007-11-27,0.002667851,-0.000962855,,0.000827533,0.000297126
2007-11-28,-0.000125621,0.001442201,,0.00254223,0.000479346
2007-11-29,0.001417688,-0.001042642,,0.001292067,0.000399559
2007-11-30,0.001842272,-0.000347524,,0.003259959,-0.001390166
2007-12-03,-0.000136012,-0.000719085,,0.00170626,-0.00106661
2007-12-04,0.000692212,0.000888567,,0.0005562,0.000169482
2007-12-05,0.000495724,0.000312158,,0.001187936,0.001200725
2007-12-06,-2.29E-05,-0.001014061,,0.000472785,-0.000701903
2007-12-07,0.001444981,0.001727739,,0.001422042,0.000713678
2007-12-10,-0.00245706,0.001143269,,-0.001012079,0.002871008
2007-12-11,-2.90E-07,-0.001176214,,-0.002457351,-3.29458E-05
2007-12-12,-0.000255803,4.83E-05,,-0.000256093,-0.001127882
2007-12-13,-0.001415107,-0.000904337,,-0.001670909,-0.000856005
2007-12-14,-0.001049287,-0.002110121,,-0.002464394,-0.003014458
2007-12-17,-0.001614445,0.00235424,,-0.002663732,0.000244119
2007-12-18,0.000570439,-0.001687588,,-0.001044006,0.000666652
2007-12-19,-3.72E-05,0.003352324,,0.000533266,0.001664736
2007-12-20,-0.000677601,-0.004856519,,-0.000714774,-0.001504195
2007-12-21,0.001272109,0.000155924,,0.000594508,-0.004700595
2007-12-24,-0.000643584,-0.000303823,,0.000628525,-0.000147899
2007-12-26,-0.000342185,0.001109103,,-0.000985769,0.000805279
2007-12-27,-0.000624707,0.000453926,,-0.000966892,0.001563029
2007-12-28,-0.001318035,-0.000791085,,-0.001942743,-0.000337159
2007-12-31,0.000415757,0.000909288,,-0.000902279,0.000118203
2008-01-02,-0.000975794,0.000226312,,-0.000560037,0.0011356
2008-01-03,-0.002142112,0.000409405,,-0.003117906,0.000635717
2008-01-04,0.001097001,-0.001101409,,-0.001045112,-0.000692005
2008-01-07,-0.001055165,0.000285831,,4.18357E-05,-0.000815579
2008-01-08,-0.000604096,-1.71E-05,,-0.001659261,0.00026875
2008-01-09,0.000656361,-0.000548283,,5.2265E-05,-0.000565364
2008-01-10,-0.002584332,-0.000435672,,-0.001927971,-0.000983955
2008-01-11,0.001274485,-0.000258558,,-0.001309846,-0.00069423
2008-01-14,-0.001204488,-0.000691244,,6.9997E-05,-0.000949802
2008-01-15,-0.000608691,-0.001818854,,-0.001813179,-0.002510098
2008-01-16,-0.002186832,0.001162686,,-0.002795523,-0.000656168
2008-01-17,0.000785131,-0.001779131,,-0.001401701,-0.000616445
2008-01-18,0.001402156,-0.003312933,,0.002187287,-0.005092064
2008-01-22,0.004325731,0.000261711,,0.005727887,-0.003051222
2008-01-23,-0.000469198,0.002142054,,0.003856533,0.002403764
2008-01-24,-0.001033041,-0.00124125,,-0.001502238,0.000900804
2008-01-25,0.002674102,1.71E-05,,0.001641062,-0.001224193
2008-01-28,-0.000546218,0.001762993,,0.002127884,0.00178005
2008-01-29,-0.001080341,0.000398384,,-0.00162656,0.002161377
2008-01-30,0.000478568,-0.001009632,,-0.000601774,-0.000611247
2008-01-31,0.001927048,0.000527542,,0.002405616,-0.00048209
2008-02-01,0.00022411,1.53E-05,,0.002151158,0.000542796
2008-02-04,-0.002562168,-0.000725203,,-0.002338058,-0.000709949
2008-02-05,-0.001261612,0.000429543,,-0.003823779,-0.00029566
2008-02-06,0.001770776,0.00061007,,0.000509164,0.001039613
2008-02-07,-0.001385295,0.000914196,,0.00038548,0.001524266
2008-02-08,0.000970704,0.000858319,,-0.000414592,0.001772515
2008-02-11,0.002495215,-0.000453902,,0.003465919,0.000404417
2008-02-12,0.000152781,0.002630717,,0.002647996,0.002176815
2008-02-13,-0.000764361,-0.001991747,,-0.00061158,0.000638969
2008-02-14,0.000647212,-0.000438118,,-0.000117149,-0.002429866
2008-02-15,-0.000660888,0.002123696,,-1.36759E-05,0.001685577
2008-02-19,0.001250132,-0.001238254,,0.000589244,0.000885442
2008-02-20,-0.000854891,-0.000360006,,0.000395241,-0.00159826
2008-02-21,0.000659558,0.000255001,,-0.000195333,-0.000105005
2008-02-22,0.000321683,-0.000348049,,0.000981242,-9.30476E-05
2008-02-25,0.000943474,0.000520801,,0.001265157,0.000172752
2008-02-26,-0.000783502,-0.000837985,,0.000159972,-0.000317185
2008-02-27,-0.000254631,0.000582008,,-0.001038133,-0.000255977
2008-02-28,-0.000770716,-0.000908455,,-0.001025347,-0.000326447
2008-02-29,-0.001014598,-0.000332556,,-0.001785314,-0.001241012
2008-03-03,-0.000185012,0.000230177,,-0.00119961,-0.000102379
2008-03-04,-0.001227208,0.000383649,,-0.00141222,0.000613827
2008-03-05,-0.001362927,-0.002028479,,-0.002590135,-0.00164483
2008-03-06,-8.55E-07,0.00226234,,-0.001363781,0.000233861
2008-03-07,-0.000659803,-0.000446951,,-0.000660657,0.001815389
2008-03-10,0.001907504,0.00100645,,0.001247701,0.000559499
2008-03-11,-0.000901311,-0.001668465,,0.001006193,-0.000662015
2008-03-12,-0.000508884,-0.001442006,,-0.001410195,-0.00311047
2008-03-13,-0.00035439,6.72E-05,,-0.000863273,-0.00137484
2008-03-14,-0.000542105,0.000656523,,-0.000896494,0.000723688
2008-03-17,0.002091131,0.001530813,,0.001549027,0.002187336
2008-03-18,-0.001128773,-0.001537786,,0.000962358,-6.97296E-06
2008-03-19,0.000893842,-0.000670019,,-0.000234931,-0.002207806
2008-03-20,0.001832068,0.000945357,,0.00272591,0.000275337
2008-03-24,-3.98E-05,0.001887145,,0.001792221,0.002832501
2008-03-25,-0.001680291,-0.000704243,,-0.001720138,0.001182902
2008-03-26,-5.61E-05,-0.00095768,,-0.001736376,-0.001661923
2008-03-27,-0.000914266,0.001172955,,-0.00097035,0.000215274
2008-03-28,0.001218298,0.00043999,,0.000304032,0.001612944
2008-03-31,0.001074904,0.000709331,,0.002293202,0.001149321
2008-04-01,-9.30E-05,-1.77E-05,,0.000981874,0.00069159
2008-04-02,0.000368161,0.000328676,,0.00027513,0.000310935
2008-04-03,0.000664626,0.000932432,,0.001032787,0.001261108
2008-04-04,-0.001140485,-0.000973231,,-0.00047586,-4.07993E-05
2008-04-07,0.000471179,0.0020141,,-0.000669306,0.001040868
2008-04-08,0.000233469,0.000601756,,0.000704648,0.002615856
2008-04-09,-0.000274033,-0.000428157,,-4.05646E-05,0.000173599
2008-04-10,-0.000570153,-0.001637852,,-0.000844187,-0.002066009
2008-04-11,-7.54E-05,0.000435435,,-0.000645511,-0.001202417
2008-04-14,0.000143665,0.000380747,,6.83069E-05,0.000816182
2008-04-15,0.002671332,0.001783723,,0.002814997,0.00216447
2008-04-16,-0.000983068,-0.000632437,,0.001688264,0.001151286
2008-04-17,0.001527239,0.00054884,,0.000544171,-8.35965E-05
2008-04-18,2.50E-05,-2.28E-05,,0.001552194,0.000526086
2008-04-21,-0.001390623,-0.000561632,,-0.001365669,-0.000584386
2008-04-22,0.002456547,0.000690281,,0.001065924,0.000128649
2008-04-23,-0.001101042,-0.000372325,,0.001355505,0.000317956
2008-04-24,0.00092935,-0.000821703,,-0.000171693,-0.001194028
2008-04-25,0.000979484,0.000740605,,0.001908834,-8.10974E-05
2008-04-28,-0.001157465,0.000309951,,-0.00017798,0.001050556
2008-04-29,-0.000120394,0.000497939,,-0.001277858,0.00080789
2008-04-30,0.001359977,-0.000560648,,0.001239583,-6.27086E-05
2008-05-01,0.000238029,0.001485618,,0.001598006,0.000924971
2008-05-02,-8.67E-06,-0.000143981,,0.000229361,0.001341637
2008-05-05,-0.001015,-0.002543714,,-0.001023668,-0.002687695
2008-05-06,-9.38E-05,-0.000261768,,-0.001108787,-0.002805482
2008-05-07,0.000919604,0.000951579,,0.000825817,0.000689811
2008-05-08,0.001817094,0.001452028,,0.002736698,0.002403607
2008-05-09,0.000437551,0.000102793,,0.002254645,0.001554821
2008-05-12,-0.000206532,-0.000129389,,0.000231019,-2.65963E-05
2008-05-13,0.000689488,0.000418904,,0.000482957,0.000289515
2008-05-14,0.000205444,0.000919552,,0.000894932,0.001338457
2008-05-15,0.00126139,0.00014727,,0.001466834,0.001066823
2008-05-16,0.000440891,0.00047955,,0.001702281,0.000626821
2008-05-19,-0.000278078,-0.000127243,,0.000162813,0.000352307
2008-05-20,-0.000235834,0.000129478,,-0.000513911,2.23511E-06
2008-05-21,-0.000816537,-0.000288388,,-0.001052371,-0.000158911
2008-05-22,-0.001001434,-0.000239108,,-0.001817971,-0.000527496
2008-05-23,0.000879468,0.000330311,,-0.000121966,9.12031E-05
2008-05-27,0.000593799,0.000431465,,0.001473267,0.000761776
2008-05-28,-0.001276801,-0.00066352,,-0.000683002,-0.000232055
2008-05-29,0.000937737,0.000428509,,-0.000339064,-0.00023501
2008-05-30,-0.001029268,-0.000463374,,-9.15311E-05,-3.48648E-05
2008-06-02,8.27E-05,-0.000459633,,-0.000946577,-0.000923007
2008-06-03,0.000737688,0.00084357,,0.000820379,0.000383937
2008-06-04,-0.000127888,4.85E-05,,0.0006098,0.000892071
2008-06-05,-0.001005208,-0.000804194,,-0.001133095,-0.000755692
2008-06-06,0.008197856,0.006804465,,0.007192648,0.006000271
2008-06-09,-0.001467772,-0.000914587,,0.006730084,0.005889878
2008-06-10,-0.000926255,-0.000399355,,-0.002394027,-0.001313942
2008-06-11,0.000708363,0.000488056,,-0.000217892,8.87009E-05
2008-06-12,0.000374524,0.000283793,,0.001082886,0.000771849
2008-06-13,0.00051123,-9.96E-05,,0.000885754,0.000184233
2008-06-16,0.00011625,0.000104107,,0.00062748,4.54678E-06
2008-06-17,-0.000766966,-0.00046597,,-0.000650716,-0.000361863
2008-06-18,0.00083533,0.000321967,,6.83635E-05,-0.000144003
2008-06-19,-0.000713266,-0.000676113,,0.000122064,-0.000354146
2008-06-20,-0.002183946,-0.001539869,,-0.002897212,-0.002215981
2008-06-23,-0.000551635,0.000962232,,-0.002735581,-0.000577636
2008-06-24,0.002798168,0.001031741,,0.002246533,0.001993973
2008-06-25,-0.001753718,0.000154186,,0.00104445,0.001185927
2008-06-26,-0.000503432,-0.000339539,,-0.00225715,-0.000185353
2008-06-27,0.001702802,0.000269711,,0.001199369,-6.98274E-05
2008-06-30,-0.000338664,0.000144378,,0.001364138,0.00041409
2008-07-01,-0.001279518,-0.000562627,,-0.001618182,-0.000418249
2008-07-02,-0.001227964,-0.000481192,,-0.002507482,-0.00104382
2008-07-03,-0.001089514,0.000796974,,-0.002317477,0.000315781
2008-07-07,-0.000301458,-0.001112839,,-0.001390971,-0.000315865
2008-07-08,-0.000445223,-7.32E-05,,-0.000746681,-0.001186027
2008-07-09,0.00144252,0.001613406,,0.000997298,0.001540218
2008-07-10,-6.94E-05,-0.000167357,,0.001373168,0.001446049
2008-07-11,-0.000769966,0.001052166,,-0.000839318,0.00088481
2008-07-14,-0.000454876,-0.000356457,,-0.001224842,0.00069571
2008-07-15,-0.000500076,-0.002060295,,-0.000954952,-0.002416752
2008-07-16,-0.000566451,0.000686778,,-0.001066527,-0.001373517
2008-07-17,-0.000654526,0.001239996,,-0.001220978,0.001926774
2008-07-18,0.00188179,0.000205858,,0.001227263,0.001445853
2008-07-21,-0.000594022,-0.0010751,,0.001287768,-0.000869242
2008-07-22,-0.000617809,-0.00020546,,-0.00121183,-0.00128056
2008-07-23,3.45E-05,0.000603255,,-0.00058334,0.000397795
2008-07-24,0.000408274,0.000250332,,0.000442743,0.000853588
2008-07-25,-0.000890578,-0.00058922,,-0.000482304,-0.000338887
2008-07-28,0.00046094,0.001308124,,-0.000429638,0.000718905
2008-07-29,0.003881777,0.001288004,,0.004342718,0.002596129
2008-07-30,-0.0021112,0.000319161,,0.001770577,0.001607166
2008-07-31,-0.000351337,0.000844948,,-0.002462537,0.001164109
2008-08-01,-0.001337431,-0.000757399,,-0.001688768,8.75487E-05
2008-08-04,0.000262177,-0.00145589,,-0.001075255,-0.002213289
2008-08-05,0.000406386,0.000258779,,0.000668563,-0.001197111
2008-08-06,-0.001543738,-0.001059531,,-0.001137352,-0.000800752
2008-08-07,0.001128195,0.001032652,,-0.000415543,-2.68792E-05
2008-08-08,0.001188321,0.000366412,,0.002316516,0.001399065
2008-08-11,-0.000570513,-4.35E-06,,0.000617808,0.000362065
2008-08-12,0.000920524,0.001690547,,0.000350011,0.0016862
2008-08-13,-0.000275793,-0.001866049,,0.000644731,-0.000175502
2008-08-14,-0.000303369,-9.31E-05,,-0.000579162,-0.001959105
2008-08-15,-0.001276542,0.000603024,,-0.001579911,0.000509968
2008-08-18,0.000900713,0.001162722,,-0.000375829,0.001765746
2008-08-19,0.001630963,-0.000154213,,0.002531676,0.00100851
2008-08-20,-0.000215803,-0.000166873,,0.001415161,-0.000321086
2008-08-21,0.000196214,-0.000478796,,-1.95885E-05,-0.00064567
2008-08-22,-0.000923169,-0.000423918,,-0.000726955,-0.000902714
2008-08-25,0.000325141,0.000732494,,-0.000598028,0.000308576
2008-08-26,0.000199972,-5.96E-05,,0.000525113,0.000672924
2008-08-27,-0.000164675,-0.000401248,,3.52967E-05,-0.000460818
2008-08-28,-0.001635055,-0.001411942,,-0.00179973,-0.00181319
2008-08-29,-0.001211828,0.001064438,,-0.002846883,-0.000347504
2008-09-02,-0.000601983,-0.00091167,,-0.001813811,0.000152768
2008-09-03,-0.000788095,-0.00176381,,-0.001390078,-0.00267548
2008-09-04,-0.000909946,-0.000496877,,-0.001698041,-0.002260687
2008-09-05,-0.000353175,0.000101354,,-0.001263121,-0.000395523
2008-09-08,-0.000714281,-0.000205368,,-0.001067456,-0.000104014
2008-09-09,-0.000183274,-1.58E-05,,-0.000897555,-0.000221131
2008-09-10,0.000498551,-0.000925226,,0.000315277,-0.00094099
2008-09-11,-0.002514629,-0.00039033,,-0.002016078,-0.001315557
2008-09-12,-0.003094091,-0.003492019,,-0.00560872,-0.003882349
2008-09-15,-0.000431039,0.001580625,,-0.00352513,-0.001911394
2008-09-16,0.000209666,-0.001129885,,-0.000221372,0.00045074
2008-09-17,0.001671758,-0.000566416,,0.001881424,-0.001696301
2008-09-18,-0.001380195,0.000229651,,0.000291563,-0.000336765
2008-09-19,0.000303312,0.000153992,,-0.001076883,0.000383643
2008-09-22,-0.002500147,-0.001614601,,-0.002196835,-0.001460609
2008-09-23,-0.000750764,-0.001790924,,-0.003250911,-0.003405525
2008-09-24,0.000532803,0.000525202,,-0.000217961,-0.001265722
2008-09-25,0.002588196,0.003536375,,0.003120998,0.004061577
2008-09-26,-0.003478197,-0.005544611,,-0.000890001,-0.002008236
2008-09-29,0.002606547,0.001642608,,-0.000871649,-0.003902002
2008-09-30,-0.002796871,-0.000299012,,-0.000190324,0.001343597
2008-10-01,-0.005519632,-0.001754003,,-0.008316503,-0.002053015
2008-10-02,-0.000772587,-0.000281608,,-0.006292218,-0.002035612
2008-10-03,-0.003435286,-0.003906094,,-0.004207872,-0.004187703
2008-10-06,-0.004003541,-0.002356227,,-0.007438827,-0.006262321
2008-10-07,-0.00099215,-0.000209255,,-0.004995691,-0.002565482
2008-10-08,-0.003795539,-0.00448982,,-0.004787688,-0.004699075
2008-10-09,-0.002105409,-0.00200445,,-0.005900948,-0.00649427
2008-10-10,0.009065952,0.005208434,,0.006960543,0.003203984
2008-10-13,-0.001730739,-0.000864856,,0.007335213,0.004343578
2008-10-14,-0.009635385,-0.004926392,,-0.011366124,-0.005791248
2008-10-15,-0.000675491,-0.001948089,,-0.010310876,-0.006874481
2008-10-16,-0.000341506,0.001523048,,-0.001016997,-0.000425041
2008-10-17,0.00947118,0.005313478,,0.009129674,0.006836526
2008-10-20,-0.002474296,-0.001971118,,0.006996883,0.00334236
2008-10-21,-0.005934493,-0.005738839,,-0.008408789,-0.007709957
2008-10-22,0.00165596,0.001353281,,-0.004278532,-0.004385558
2008-10-23,-0.00430881,-0.000459746,,-0.002652849,0.000893535
2008-10-24,-1.69E-05,-0.001887994,,-0.004325732,-0.00234774
2008-10-27,0.007671115,0.005600922,,0.007654193,0.003712928
2008-10-28,-0.001562426,0.000880287,,0.006108689,0.006481208
2008-10-29,0.00434409,0.001653834,,0.002781664,0.00253412
2008-10-30,-0.000785821,-0.00110258,,0.003558269,0.000551254
2008-10-31,0.001696077,0.00165494,,0.000910256,0.00055236
2008-11-03,0.004734595,0.003171853,,0.006430672,0.004826793
2008-11-04,-0.00453528,-0.002398791,,0.000199315,0.000773062
2008-11-05,-0.005696776,-0.003576136,,-0.010232056,-0.005974927
2008-11-06,0.003944763,0.003287097,,-0.001752014,-0.000289039
2008-11-07,-0.001332654,-0.000777166,,0.002612109,0.002509931
2008-11-10,-0.002217026,-0.001689298,,-0.003549679,-0.002466464
2008-11-11,-0.005939475,-0.003103338,,-0.0081565,-0.004792636
2008-11-12,0.006435064,0.005501738,,0.000495589,0.0023984
2008-11-13,-0.004869495,-0.003314054,,0.001565568,0.002187684
2008-11-14,-0.001241474,-0.000258439,,-0.006110969,-0.003572493
2008-11-17,-0.002272822,-0.000859626,,-0.003514296,-0.001118065
2008-11-18,-0.006393204,-0.002656619,,-0.008666026,-0.003516245
2008-11-19,-0.007939515,-0.007144036,,-0.014332719,-0.009800654
2008-11-20,0.008732418,0.006837818,,0.000792904,-0.000306218
2008-11-21,0.008055628,0.004678022,,0.016788047,0.01151584
2008-11-24,-0.000595621,0.000760475,,0.007460007,0.005438497
2008-11-25,0.001513211,0.003114601,,0.000917591,0.003875076
2008-11-26,0.003200114,0.000789949,,0.004713325,0.00390455
2008-11-28,-0.007366611,-0.008139138,,-0.004166497,-0.007349188
2008-12-01,0.00188675,0.002005975,,-0.00547986,-0.006133162
2008-12-02,0.001160611,0.001751147,,0.003047361,0.003757122
2008-12-03,-0.005395307,-0.004093011,,-0.004234695,-0.002341864
2008-12-04,0.003174938,0.001115498,,-0.002220368,-0.002977513
2008-12-05,0.000668925,-0.001598845,,0.003843863,-0.000483346
2008-12-08,0.001047854,0.000456753,,0.001716779,-0.001142092
2008-12-09,0.000475696,-0.001794189,,0.00152355,-0.001337437
2008-12-10,-0.007406666,0.00148009,,-0.00693097,-0.000314099
2008-12-11,0.00212072,-0.001146455,,-0.005285946,0.000333635
2008-12-12,0.001125408,0.004417183,,0.003246128,0.003270728
2008-12-15,0.001297684,0.00073845,,0.002423092,0.005155633
2008-12-16,0.004929494,-0.000736716,,0.006227178,1.73458E-06
2008-12-17,-0.006308798,-0.001443656,,-0.001379304,-0.002180372
2008-12-18,0.005181183,0.003808393,,-0.001127616,0.002364736
2008-12-19,-0.000879781,-0.003296056,,0.004301401,0.000512337
2008-12-22,-0.002735287,-0.002435357,,-0.003615069,-0.005731412
2008-12-23,-0.001090467,0.003205047,,-0.003825754,0.00076969
2008-12-24,0.002595287,0.001116435,,0.00150482,0.004321482
2008-12-26,-0.006354975,-0.000784575,,-0.003759688,0.00033186
2008-12-29,0.002648933,0.001702093,,-0.003706042,0.000917519
2008-12-30,0.001444971,0.000172103,,0.004093904,0.001874196
2008-12-31,0.00383196,0.003382138,,0.005276931,0.003554241
2009-01-02,-0.000206418,0.000394773,,0.003625542,0.003776911
2009-01-05,0.001773469,0.001489906,,0.001567051,0.001884679
2009-01-06,-0.001562057,-0.000934198,,0.000211412,0.000555708
2009-01-07,0.0017086,-0.000404388,,0.000146543,-0.001338586
2009-01-08,-0.002960093,-0.001869829,,-0.001251493,-0.002274218
2009-01-09,-0.002448095,-0.001298153,,-0.005408188,-0.003167982
2009-01-12,0.000437292,1.32E-05,,-0.002010802,-0.001284919
2009-01-13,-0.004006449,-0.003289012,,-0.003569156,-0.003275778
2009-01-14,0.000566109,0.001262148,,-0.00344034,-0.002026864
2009-01-15,0.000365444,-1.29E-06,,0.000931553,0.001260853
2009-01-16,-0.002177712,-0.003618085,,-0.001812268,-0.00361938
2009-01-20,0.004955865,0.003878297,,0.002778153,0.000260212
2009-01-21,-0.001927805,0.000356914,,0.00302806,0.00423521
2009-01-22,0.00086333,0.001800917,,-0.001064475,0.00215783
2009-01-23,0.001115023,0.001199839,,0.001978353,0.003000756
2009-01-26,0.00150805,0.002493582,,0.002623073,0.003693421
2009-01-27,0.002968294,-0.000929229,,0.004476344,0.001564353
2009-01-28,-0.003329461,-0.002578296,,-0.000361167,-0.003507525
2009-01-29,-0.00473795,-0.000980944,,-0.008067411,-0.00355924
2009-01-30,-0.001289149,0.000921026,,-0.006027099,-5.99181E-05
2009-02-02,0.001559884,0.001476319,,0.000270735,0.002397344
2009-02-03,0.000617942,-0.001363564,,0.002177826,0.000112755
2009-02-04,0.001096169,0.00131516,,0.001714111,-4.84039E-05
2009-02-05,0.002910343,0.003540619,,0.004006512,0.004855779
2009-02-06,-0.00087064,0.000620402,,0.002039703,0.004161022
2009-02-09,-0.004990556,-0.004637373,,-0.005861196,-0.004016971
2009-02-10,0.001120117,0.000376902,,-0.003870438,-0.004260471
2009-02-11,-0.000164182,0.001696124,,0.000955936,0.002073027
2009-02-12,-0.001441205,-0.000598376,,-0.001605387,0.001097748
